Date,Product,Units Sold,Revenue,Cost,Region,Transportation Cost,Salesperson,Source File
2027-04-14,Orange Cylinder,417,522062.69,327615.86,Bangalore,3000,Tarun,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2027-04-21,Silver Cylinder,533,689044.02,463494.7,Pune,3000,Mohit,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2027-04-28,Orange Cylinder,531,661290.53,225602.2,Hosur,3000,Mohit,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2027-05-05,Silver Cylinder,273,796824.65,325605.07,Hosur,3000,Tarun,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2027-05-12,Silver Cylinder,240,391017.27,111656.62,Bangalore,1500,Faizan,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2027-05-19,Orange Cylinder,470,697009.04,205209.16,Chennai,1500,Ritu,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2027-05-26,Silver Cylinder,184,367845.95,281497.75,Chennai,2000,Tarun,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2027-06-02,Silver Cylinder,546,232289.3,266377.4,Faridabad,3000,Tarun,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2027-06-09,Orange Cylinder,559,262101.57,129748.65,Bangalore,2000,Tarun,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2027-06-16,White Cylinder,193,440390.3,493558.19,Faridabad,2000,Faizan,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2027-06-23,White Cylinder,500,669213.1,318858.53,Bangalore,1500,Deepa,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2027-06-30,Orange Cylinder,322,511655.83,171156.98,Hosur,2000,Mohit,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2027-07-07,White Cylinder,176,438109.46,160140.79,Bangalore,1500,Tarun,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2027-07-14,Orange Cylinder,278,342331.47,519723.11,Hosur,2000,Tarun,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2027-07-21,Orange Cylinder,220,265664.0,154114.05,Bangalore,2500,Mohit,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2027-07-28,Silver Cylinder,567,345900.35,199978.88,Bangalore,2000,Tarun,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2027-08-04,White Cylinder,549,220168.52,452073.92,Hosur,1500,Mohit,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2027-08-11,Silver Cylinder,572,486608.81,535498.99,Bangalore,3500,Tarun,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2027-08-18,Orange Cylinder,423,207060.39,569509.43,Hosur,2000,Faizan,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2027-08-25,Orange Cylinder,322,344076.14,260312.61,Faridabad,2500,Tarun,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2027-09-01,White Cylinder,471,337325.98,313623.04,Pune,3500,Ritu,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2027-09-08,Silver Cylinder,501,238357.18,257396.06,Faridabad,3000,Faizan,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2027-09-15,White Cylinder,148,303787.0,389685.86,Bangalore,2000,Ritu,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2027-09-22,Orange Cylinder,389,228491.91,401286.53,Pune,3000,Ritu,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2027-09-29,Orange Cylinder,334,607580.66,194620.83,Faridabad,2000,Deepa,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2027-10-06,White Cylinder,411,330745.49,119621.11,Hosur,2500,Tarun,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2027-10-13,Silver Cylinder,144,517692.51,452865.02,Hosur,3000,Deepa,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2027-10-20,Silver Cylinder,466,580133.84,541040.66,Hosur,2000,Mohit,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2027-10-27,White Cylinder,132,710724.45,123256.41,Bangalore,2500,Faizan,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2027-11-03,Orange Cylinder,416,768563.29,146464.65,Chennai,3000,Ritu,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2027-11-10,White Cylinder,529,356248.69,459804.07,Pune,3500,Faizan,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2027-11-17,Orange Cylinder,409,578261.99,300201.65,Chennai,2000,Deepa,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2027-11-24,White Cylinder,589,271858.57,340753.49,Hosur,3000,Faizan,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2027-12-01,Orange Cylinder,167,634736.64,356888.89,Bangalore,3000,Deepa,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2027-12-08,Orange Cylinder,382,513768.78,599345.69,Pune,2000,Ritu,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2027-12-15,Silver Cylinder,418,214707.35,277111.93,Faridabad,2000,Faizan,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2027-12-22,Silver Cylinder,123,413694.15,565411.0,Pune,3500,Deepa,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2027-12-29,White Cylinder,199,604233.31,395993.84,Faridabad,2500,Ritu,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-01-05,White Cylinder,504,580657.97,472785.22,Faridabad,2500,Mohit,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-01-12,White Cylinder,541,686794.04,270022.95,Bangalore,1500,Tarun,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-01-19,Silver Cylinder,249,577457.7,336251.55,Chennai,2000,Tarun,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-01-26,White Cylinder,525,736100.83,476881.2,Bangalore,2000,Faizan,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-02-02,Silver Cylinder,483,372723.22,362582.18,Pune,2500,Tarun,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-02-09,White Cylinder,451,288346.44,523205.53,Chennai,3000,Faizan,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-02-16,White Cylinder,554,730087.95,352050.14,Pune,1500,Mohit,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-02-23,Silver Cylinder,488,399499.9,216926.54,Pune,2000,Faizan,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-03-01,Silver Cylinder,444,628637.12,553002.0,Bangalore,1500,Deepa,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-03-08,White Cylinder,405,459084.89,222928.3,Pune,2000,Faizan,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-03-15,Silver Cylinder,202,645048.41,113153.85,Faridabad,3000,Deepa,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-03-22,Silver Cylinder,284,581675.5,319609.7,Bangalore,2000,Mohit,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-03-29,Silver Cylinder,218,593707.28,495238.01,Faridabad,2500,Ritu,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-04-05,Orange Cylinder,500,528855.74,142176.04,Hosur,2500,Deepa,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-04-12,Orange Cylinder,191,273280.14,562742.55,Hosur,3000,Mohit,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-04-19,White Cylinder,195,331127.66,454530.98,Faridabad,2500,Deepa,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-04-26,Silver Cylinder,472,232598.67,590952.61,Pune,3500,Ritu,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-05-03,Orange Cylinder,228,283764.16,225838.96,Faridabad,2500,Deepa,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-05-10,Orange Cylinder,311,780034.89,560739.38,Pune,2000,Ritu,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-05-17,White Cylinder,196,523576.68,100476.46,Bangalore,2000,Mohit,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-05-24,White Cylinder,153,486675.11,177368.59,Pune,2000,Tarun,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-05-31,Silver Cylinder,195,427457.56,227877.63,Hosur,2000,Ritu,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-06-07,Silver Cylinder,151,376655.83,319915.79,Pune,3500,Ritu,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-06-14,White Cylinder,294,237845.03,552167.14,Hosur,2500,Deepa,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-06-21,White Cylinder,164,543953.84,265300.64,Pune,3000,Mohit,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-06-28,White Cylinder,202,603986.42,599263.02,Chennai,2500,Faizan,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-07-05,White Cylinder,501,380731.83,112684.87,Pune,3500,Mohit,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-07-12,Silver Cylinder,516,686533.77,467038.77,Faridabad,3500,Faizan,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-07-19,White Cylinder,229,316517.02,414830.17,Pune,3000,Mohit,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-07-26,White Cylinder,146,291536.29,208031.0,Pune,2000,Ritu,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-08-02,White Cylinder,253,398913.6,141396.53,Pune,2500,Deepa,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-08-09,Orange Cylinder,527,452725.88,236147.45,Faridabad,2500,Mohit,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-08-16,Orange Cylinder,114,679637.39,215119.3,Pune,3500,Deepa,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-08-23,Orange Cylinder,140,758839.66,424359.76,Chennai,1500,Deepa,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-08-30,Silver Cylinder,110,533292.9,523148.13,Faridabad,2000,Tarun,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-09-06,Silver Cylinder,439,632685.44,467230.95,Bangalore,3000,Faizan,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-09-13,Orange Cylinder,315,768780.98,498559.46,Bangalore,2000,Ritu,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-09-20,Orange Cylinder,217,365122.06,415528.84,Hosur,3000,Mohit,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-09-27,White Cylinder,260,628575.79,573448.71,Hosur,2500,Ritu,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-10-04,White Cylinder,409,431127.45,240349.82,Chennai,1500,Faizan,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-10-11,Silver Cylinder,520,661237.53,525100.09,Hosur,2500,Mohit,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-10-18,Silver Cylinder,386,410675.23,235911.45,Pune,2000,Deepa,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2028-10-25,Orange Cylinder,453,304553.7,323891.38,Bangalore,2500,Ritu,SmartSalesAI_2025_AlGasCylinders_Dummy.csv
2025-01-01,Capacitor Can Ø85mm,594,32166.09,21707.38,Hosur,2000,Priya,SmartSalesAI_2025_Aluminium_Capacitor_Cans.csv
2025-01-01,Capacitor Can Ø90mm,538,28703.16,21133.61,Bangalore,1000,Karan,SmartSalesAI_2025_Aluminium_Capacitor_Cans.csv
2025-01-01,Capacitor Can Ø136.4mm,628,34753.87,25552.62,Bangalore,1000,Karan,SmartSalesAI_2025_Aluminium_Capacitor_Cans.csv
2025-01-31,Capacitor Can Ø85mm,453,21323.8,14020.84,Pune,4500,Amit,SmartSalesAI_2025_Aluminium_Capacitor_Cans.csv
2025-01-31,Capacitor Can Ø90mm,497,25375.56,18992.74,Bangalore,1000,Amit,SmartSalesAI_2025_Aluminium_Capacitor_Cans.csv
2025-01-31,Capacitor Can Ø136.4mm,650,27044.32,17488.8,Bangalore,1000,Amit,SmartSalesAI_2025_Aluminium_Capacitor_Cans.csv
2025-03-02,Capacitor Can Ø85mm,760,35128.05,23989.4,Chennai,3500,Ravi,SmartSalesAI_2025_Aluminium_Capacitor_Cans.csv
2025-03-02,Capacitor Can Ø90mm,684,40503.38,30210.94,Faridabad,7000,Sunita,SmartSalesAI_2025_Aluminium_Capacitor_Cans.csv
2025-03-02,Capacitor Can Ø136.4mm,424,16862.67,10403.3,Bangalore,1000,Sunita,SmartSalesAI_2025_Aluminium_Capacitor_Cans.csv
2025-04-01,Capacitor Can Ø85mm,828,32733.38,23093.02,Bangalore,1000,Priya,SmartSalesAI_2025_Aluminium_Capacitor_Cans.csv
2025-04-01,Capacitor Can Ø90mm,699,27592.65,19595.34,Bangalore,1000,Amit,SmartSalesAI_2025_Aluminium_Capacitor_Cans.csv
2025-04-01,Capacitor Can Ø136.4mm,339,15831.93,10522.21,Chennai,3500,Priya,SmartSalesAI_2025_Aluminium_Capacitor_Cans.csv
2025-05-01,Capacitor Can Ø85mm,873,35837.99,25356.24,Bangalore,1000,Priya,SmartSalesAI_2025_Aluminium_Capacitor_Cans.csv
2025-05-01,Capacitor Can Ø90mm,490,22610.01,15333.0,Chennai,3500,Amit,SmartSalesAI_2025_Aluminium_Capacitor_Cans.csv
2025-05-01,Capacitor Can Ø136.4mm,822,38268.78,27018.8,Bangalore,1000,Karan,SmartSalesAI_2025_Aluminium_Capacitor_Cans.csv
2025-05-31,Capacitor Can Ø85mm,480,18508.15,12798.7,Bangalore,1000,Amit,SmartSalesAI_2025_Aluminium_Capacitor_Cans.csv
2025-05-31,Capacitor Can Ø90mm,359,20413.45,13303.23,Hosur,2000,Priya,SmartSalesAI_2025_Aluminium_Capacitor_Cans.csv
2025-05-31,Capacitor Can Ø136.4mm,374,22004.07,14847.9,Chennai,3500,Amit,SmartSalesAI_2025_Aluminium_Capacitor_Cans.csv
2025-06-30,Capacitor Can Ø85mm,323,13856.42,8485.02,Bangalore,1000,Sunita,SmartSalesAI_2025_Aluminium_Capacitor_Cans.csv
2025-06-30,Capacitor Can Ø90mm,384,19414.6,14559.12,Hosur,2000,Karan,SmartSalesAI_2025_Aluminium_Capacitor_Cans.csv
2025-06-30,Capacitor Can Ø136.4mm,804,42897.68,31860.47,Faridabad,7000,Amit,SmartSalesAI_2025_Aluminium_Capacitor_Cans.csv
2025-07-30,Capacitor Can Ø85mm,761,39660.94,26925.83,Chennai,3500,Karan,SmartSalesAI_2025_Aluminium_Capacitor_Cans.csv
2025-07-30,Capacitor Can Ø90mm,645,32803.47,22988.87,Hosur,2000,Amit,SmartSalesAI_2025_Aluminium_Capacitor_Cans.csv
2025-07-30,Capacitor Can Ø136.4mm,375,16206.27,11798.95,Chennai,3500,Priya,SmartSalesAI_2025_Aluminium_Capacitor_Cans.csv
2025-08-29,Capacitor Can Ø85mm,554,23650.05,16098.73,Bangalore,1000,Ravi,SmartSalesAI_2025_Aluminium_Capacitor_Cans.csv
2025-08-29,Capacitor Can Ø90mm,724,29453.81,19390.13,Pune,4500,Karan,SmartSalesAI_2025_Aluminium_Capacitor_Cans.csv
2025-08-29,Capacitor Can Ø136.4mm,615,31251.87,22289.5,Pune,4500,Priya,SmartSalesAI_2025_Aluminium_Capacitor_Cans.csv
2025-09-28,Capacitor Can Ø85mm,783,41935.78,31098.24,Faridabad,7000,Priya,SmartSalesAI_2025_Aluminium_Capacitor_Cans.csv
2025-09-28,Capacitor Can Ø90mm,636,32323.19,22744.81,Chennai,3500,Amit,SmartSalesAI_2025_Aluminium_Capacitor_Cans.csv
2025-09-28,Capacitor Can Ø136.4mm,766,45427.0,32035.19,Chennai,3500,Priya,SmartSalesAI_2025_Aluminium_Capacitor_Cans.csv
2025-10-28,Capacitor Can Ø85mm,818,46254.49,33550.8,Hosur,2000,Amit,SmartSalesAI_2025_Aluminium_Capacitor_Cans.csv
2025-10-28,Capacitor Can Ø90mm,752,39924.05,24580.56,Bangalore,1000,Sunita,SmartSalesAI_2025_Aluminium_Capacitor_Cans.csv
2025-10-28,Capacitor Can Ø136.4mm,509,28318.37,20664.6,Pune,4500,Ravi,SmartSalesAI_2025_Aluminium_Capacitor_Cans.csv
2025-11-27,Capacitor Can Ø85mm,513,18422.7,11859.2,Faridabad,7000,Priya,SmartSalesAI_2025_Aluminium_Capacitor_Cans.csv
2025-11-27,Capacitor Can Ø90mm,582,33546.11,22152.63,Chennai,3500,Amit,SmartSalesAI_2025_Aluminium_Capacitor_Cans.csv
2025-11-27,Capacitor Can Ø136.4mm,571,31707.77,20744.52,Hosur,2000,Sunita,SmartSalesAI_2025_Aluminium_Capacitor_Cans.csv
2025-01-01,Threaded Cylinder,774,40578.44,26602.23,Pune,4500,Sunita,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-01-01,Smooth Cylinder,441,23163.51,17241.95,Chennai,3500,Ravi,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-01-01,Cap-Type End,293,11262.57,8031.86,Bangalore,1000,Amit,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-01-01,Disc End,740,24874.19,16731.25,Faridabad,7000,Karan,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-01-01,Dual Port Connector,280,12885.61,8187.47,Faridabad,7000,Sunita,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-01-01,Mini Cylinder,314,17565.09,11693.26,Chennai,3500,Karan,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-01-01,Tapered End Piece,372,18490.28,12878.6,Bangalore,1000,Priya,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-01-31,Threaded Cylinder,233,10889.44,8163.46,Hosur,2000,Priya,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-01-31,Smooth Cylinder,433,16047.19,11197.79,Faridabad,7000,Karan,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-01-31,Cap-Type End,365,14675.71,9135.96,Faridabad,7000,Amit,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-01-31,Disc End,516,28787.75,21379.6,Bangalore,1000,Amit,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-01-31,Dual Port Connector,580,21143.97,14291.18,Hosur,2000,Ravi,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-01-31,Mini Cylinder,221,7276.98,5393.89,Pune,4500,Sunita,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-01-31,Tapered End Piece,473,19420.05,12414.57,Chennai,3500,Karan,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-03-02,Threaded Cylinder,646,26223.63,19290.69,Bangalore,1000,Priya,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-03-02,Smooth Cylinder,352,13775.42,8455.38,Chennai,3500,Karan,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-03-02,Cap-Type End,412,12498.01,8766.65,Faridabad,7000,Sunita,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-03-02,Disc End,689,25009.14,15116.38,Faridabad,7000,Ravi,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-03-02,Dual Port Connector,519,23567.69,15413.36,Pune,4500,Priya,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-03-02,Mini Cylinder,323,14145.33,10462.77,Hosur,2000,Ravi,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-03-02,Tapered End Piece,240,12338.71,8063.55,Hosur,2000,Priya,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-04-01,Threaded Cylinder,246,11114.53,7788.22,Bangalore,1000,Karan,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-04-01,Smooth Cylinder,351,15684.14,9546.67,Pune,4500,Priya,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-04-01,Cap-Type End,461,25529.05,15990.77,Faridabad,7000,Amit,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-04-01,Disc End,254,8000.01,5141.0,Faridabad,7000,Ravi,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-04-01,Dual Port Connector,226,9531.24,6794.49,Hosur,2000,Priya,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-04-01,Mini Cylinder,551,24123.76,15375.46,Faridabad,7000,Amit,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-04-01,Tapered End Piece,693,24277.01,18196.93,Chennai,3500,Karan,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-05-01,Threaded Cylinder,404,16982.9,10246.82,Pune,4500,Priya,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-05-01,Smooth Cylinder,599,21399.15,14302.08,Pune,4500,Ravi,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-05-01,Cap-Type End,729,41270.26,25872.43,Hosur,2000,Priya,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-05-01,Disc End,336,18440.46,11091.29,Faridabad,7000,Sunita,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-05-01,Dual Port Connector,612,20721.91,14240.77,Chennai,3500,Sunita,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-05-01,Mini Cylinder,798,35803.97,22861.72,Chennai,3500,Sunita,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-05-01,Tapered End Piece,233,13336.95,8593.39,Hosur,2000,Sunita,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-05-31,Threaded Cylinder,703,38671.07,25573.5,Faridabad,7000,Priya,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-05-31,Smooth Cylinder,651,31390.99,22996.0,Chennai,3500,Ravi,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-05-31,Cap-Type End,548,30296.01,19646.06,Hosur,2000,Ravi,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-05-31,Disc End,205,11202.78,7753.76,Hosur,2000,Priya,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-05-31,Dual Port Connector,531,23002.06,14475.5,Chennai,3500,Priya,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-05-31,Mini Cylinder,724,24716.73,15380.45,Pune,4500,Priya,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-05-31,Tapered End Piece,590,34160.19,25197.78,Bangalore,1000,Karan,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-06-30,Threaded Cylinder,746,39964.0,25049.36,Pune,4500,Amit,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-06-30,Smooth Cylinder,663,39006.46,29148.87,Chennai,3500,Ravi,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-06-30,Cap-Type End,295,13711.52,9355.31,Faridabad,7000,Ravi,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-06-30,Disc End,323,18440.95,12343.23,Hosur,2000,Ravi,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-06-30,Dual Port Connector,746,30253.19,18192.87,Chennai,3500,Karan,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-06-30,Mini Cylinder,500,16027.61,9992.97,Chennai,3500,Karan,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-06-30,Tapered End Piece,398,18392.8,12822.03,Pune,4500,Karan,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-07-30,Threaded Cylinder,546,22628.11,13902.6,Faridabad,7000,Ravi,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-07-30,Smooth Cylinder,210,10243.22,6738.46,Pune,4500,Ravi,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-07-30,Cap-Type End,319,12818.05,9452.35,Pune,4500,Amit,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-07-30,Disc End,522,30047.27,18294.82,Bangalore,1000,Karan,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-07-30,Dual Port Connector,646,20320.29,12321.88,Pune,4500,Karan,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-07-30,Mini Cylinder,764,39240.63,26791.2,Pune,4500,Karan,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-07-30,Tapered End Piece,765,43334.75,28136.2,Bangalore,1000,Karan,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-08-29,Threaded Cylinder,511,23252.7,14200.61,Hosur,2000,Ravi,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-08-29,Smooth Cylinder,298,10192.42,7239.88,Faridabad,7000,Karan,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-08-29,Cap-Type End,781,26842.44,17264.13,Faridabad,7000,Karan,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-08-29,Disc End,395,20631.09,12769.08,Chennai,3500,Ravi,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-08-29,Dual Port Connector,529,28082.86,20711.82,Hosur,2000,Karan,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-08-29,Mini Cylinder,325,9876.77,7337.15,Hosur,2000,Karan,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-08-29,Tapered End Piece,513,30281.65,18901.69,Hosur,2000,Sunita,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-09-28,Threaded Cylinder,605,26698.39,18174.57,Faridabad,7000,Ravi,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-09-28,Smooth Cylinder,574,23477.19,15780.39,Chennai,3500,Amit,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-09-28,Cap-Type End,701,32228.9,20877.82,Chennai,3500,Sunita,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-09-28,Disc End,365,20140.78,12135.21,Hosur,2000,Karan,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-09-28,Dual Port Connector,778,41269.06,27815.12,Faridabad,7000,Karan,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-09-28,Mini Cylinder,588,28613.73,19355.71,Chennai,3500,Sunita,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-09-28,Tapered End Piece,645,23510.31,17307.57,Faridabad,7000,Ravi,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-10-28,Threaded Cylinder,364,18511.54,12453.47,Pune,4500,Sunita,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-10-28,Smooth Cylinder,402,16944.68,11971.51,Chennai,3500,Priya,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-10-28,Cap-Type End,212,6717.36,4577.63,Faridabad,7000,Sunita,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-10-28,Disc End,491,16411.18,11713.77,Faridabad,7000,Sunita,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-10-28,Dual Port Connector,752,24933.74,18428.33,Hosur,2000,Priya,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-10-28,Mini Cylinder,744,31876.95,21068.61,Bangalore,1000,Karan,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-10-28,Tapered End Piece,734,43691.12,28644.62,Faridabad,7000,Priya,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-11-27,Threaded Cylinder,397,15740.38,11095.74,Faridabad,7000,Ravi,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
2025-11-27,Smooth Cylinder,436,14434.32,10291.87,Faridabad,7000,Amit,SmartSalesAI_2025_Aluminium_Impacts_Parts.csv
